rank;number;jap_url;rarety_type;ultra_type;fr_name;en_name;super_type;energy;pokedex_number;artist;list
37;37;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463121.jpg;;;;;;;;;bw8a
38;38;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1182297.jpg;;;;;;;;;bw8a
39;39;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463109.jpg;;;;;;;;;bw8a
40;40;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463099.jpg;;;;;;;;;bw8a
41;41;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1475696.jpg;;;;;;;;;bw8a
42;42;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463100.jpg;;;;;;;;;bw8a
43;43;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463101.jpg;;;;;;;;;bw8a
44;44;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463122.jpg;;;;;;;;;bw8a
45;45;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463102.jpg;;;;;;;;;bw8a
46;46;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463123.jpg;;;;;;;;;bw8a
47;47;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463124.jpg;;;;;;;;;bw8a
48;48;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463125.jpg;;;;;;;;;bw8a
49;49;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463126.jpg;;;;;;;;;bw8a
50;50;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1182303.jpg;;;;;;;;;bw8a
51;51;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1463127.jpg;;;;;;;;;bw8a
52;52;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1182296.jpg;;;;;;;;;bw8a
53;53;;;;;;;;;;bw8a
54;54;;;;;;;;;;bw8a
55;55;;;;;;;;;;bw8a
56;56;;;;;;;;;;bw8a
57;57;;;;;;;;;;bw8a
58;58;;;;;;;;;;bw8a
