rank;number;size;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
20;/020;/088;Common;;Limagma;Slugma;マグマッグ;Pokémon;Fire;218;Yukiko Baba;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168794.jpg;ecard5
21;/021;/088;Common;;Malosse;Houndour;デルビル;Pokémon;Fire;228;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168756.jpg;ecard5
22;/022;/088;Common;;Otaria;Seel;パウワウ;Pokémon;Water;86;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168792.jpg;ecard5
23;/023;/088;Common;;Otaria;Seel;パウワウ;Pokémon;Water;86;Yukiko Baba;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168793.jpg;ecard5
24;/024;/088;Rare;;Lamantine;Dewgong;ジュゴン;Pokémon;Water;87;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168736.jpg;ecard5
25;/025;/088;Rare Holo;;Lamantine;Dewgong;ジュゴン;Pokémon;Water;87;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168737.jpg;ecard5
26;/026;/088;Common;;Magicarpe;Magikarp;コイキング;Pokémon;Water;129;Keiko Fukuyama;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168768.jpg;ecard5
27;/027;/088;Rare;;Léviator;Gyarados;ギャラドス;Pokémon;Water;130;Kimiya Masago;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168750.jpg;ecard5
28;/028;/088;Rare Holo;;Léviator;Gyarados;ギャラドス;Pokémon;Water;130;Kimiya Masago;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/1e8821a0d5d011e5a2519d9b80ac64dc/Gyarados%2028.jpg;ecard5
29;/029;/088;Common;;Lokhlass;Lapras;ラプラス;Pokémon;Water;131;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168760.jpg;ecard5
30;/030;/088;Rare;;Artikodin;Articuno;フリーザー;Pokémon;Water;144;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168726.jpg;ecard5
31;/031;/088;Rare Holo;;Artikodin;Articuno;フリーザー;Pokémon;Water;144;Hajime Kusajima;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/65c2dbc0d5c911e582d9db8233f65f92/Articuno31.jpg;ecard5
32;/032;/088;Common;;Marcacrin;Swinub;ウリムー;Pokémon;Water;220;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168801.jpg;ecard5
33;/033;/088;Rare;;Cochignon;Piloswine;イノムー;Pokémon;Water;221;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168787.jpg;ecard5
34;/034;/088;Rare Holo;;Cochignon;Piloswine;イノムー;Pokémon;Water;221;Yuka Morii;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168788.jpg;ecard5
35;/035;/088;Common;;Cadoizo;Delibird;デリバード;Pokémon;Water;225;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168735.jpg;ecard5
36;/036;/088;Common;;Magneti;Magnemite;コイル;Pokémon;Lightning;81;Shin-ichi Yoshida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168769.jpg;ecard5
37;/037;/088;Rare;;Magneton;Magneton;レアコイル;Pokémon;Lightning;82;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168770.jpg;ecard5
38;/038;/088;Rare Holo;;Magneton;Magneton;レアコイル;Pokémon;Lightning;82;Hajime Kusajima;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168771.jpg;ecard5
39;/039;/088;Common;;Voltorbe;Voltorb;ビリリダマ;Pokémon;Lightning;100;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168807.jpg;ecard5
40;/040;/088;Uncommon;;Électrode;Electrode;マルマイン;Pokémon;Lightning;101;Sumiyoshi Kizuki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168740.jpg;ecard5
41;/041;/088;Common;;Fantominus;Gastly;ゴース;Pokémon;Psychic;92;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168745.jpg;ecard5
42;/042;/088;Common;;Spectrum;Haunter;ゴースト;Pokémon;Psychic;93;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168752.jpg;ecard5
43;/043;/088;Rare;;Ectoplasma;Gengar;ゲンガー;Pokémon;Psychic;94;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168746.jpg;ecard5
44;/044;/088;Rare Holo;;Ectoplasma;Gengar;ゲンガー;Pokémon;Psychic;94;Kyoko Umemoto;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/f513cbd0d5cf11e5b458d75a2345aed0/Gengar%2044.jpg;ecard5
45;/045;/088;Common;;Natu;Natu;ネイティ;Pokémon;Psychic;177;Miki Tanaka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168780.jpg;ecard5
46;/046;/088;Rare;;Xatu;Xatu;ネイティオ;Pokémon;Psychic;178;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168811.jpg;ecard5
47;/047;/088;Rare Holo;;Xatu;Xatu;ネイティオ;Pokémon;Psychic;178;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168812.jpg;ecard5
48;/048;/088;Common;;Taupiqueur;Diglett;ディグダ;Pokémon;Fighting;50;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168738.jpg;ecard5
49;/049;/088;Common;;Triopikeur;Dugtrio;ダグトリオ;Pokémon;Fighting;51;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168739.jpg;ecard5
50;/050;/088;Common;;Machoc;Machop;ワンリキー;Pokémon;Fighting;66;Miki Tanaka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168765.jpg;ecard5
51;/051;/088;Common;;Machopeur;Machoke;ゴーリキー;Pokémon;Fighting;67;Hisao Nakamura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168764.jpg;ecard5
52;/052;/088;Rare;;Mackogneur;Machamp;カイリキー;Pokémon;Fighting;68;Naoyo Kimura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168762.jpg;ecard5
53;/053;/088;Rare Holo;;Mackogneur;Machamp;カイリキー;Pokémon;Fighting;68;Naoyo Kimura;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/62a54e70d5d111e59ca3d3164291b201/Machamp%2053.jpg;ecard5
54;/054;/088;Common;;Scorplane;Gligar;グライガー;Pokémon;Fighting;207;Shin-ichi Yoshida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168748.jpg;ecard5
55;/055;/088;Rare;;Volcaropod;Magcargo;マグカルゴ;Pokémon;Fighting;219;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168766.jpg;ecard5
56;/056;/088;Rare Holo;;Volcaropod;Magcargo;マグカルゴ;Pokémon;Fighting;219;Mitsuhiro Arita;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/3c8c1510d5d211e5b808afe370771c89/Macargo%2056.jpg;ecard5
57;/057;/088;Common;;Marcacrin;Swinub;ウリムー;Pokémon;Fighting;220;Toshinao Aoki;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168802.jpg;ecard5
58;/058;/088;Uncommon;;Cochignon;Piloswine;イノムー;Pokémon;Fighting;221;Shin-ichi Yoshida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168789.jpg;ecard5
59;/059;/088;Common;;Rondoudou;Jigglypuff;プリン;Pokémon;Colorless;39;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168758.jpg;ecard5
60;/060;/088;Uncommon;;Grodoudou;Wigglytuff;プクリン;Pokémon;Colorless;40;Hizuki Misono;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168810.jpg;ecard5
61;/061;/088;Common;;Canarticho;Farfetch'd;カモネギ;Pokémon;Colorless;83;Midori Harada;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/a84658f0d5ce11e582ec5f7b79c959b8/Farfetchd%2061.jpg;ecard5
62;/062;/088;Common;;Ronflex;Snorlax;カビゴン;Pokémon;Colorless;143;Naoyo Kimura;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168795.jpg;ecard5
63;/063;/088;Common;;Hoothoot;Hoothoot;ホーホー;Pokémon;Colorless;163;Hizuki Misono;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168753.jpg;ecard5
64;/064;/088;Uncommon;;Noarfang;Noctowl;ヨルノズク;Pokémon;Colorless;164;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168786.jpg;ecard5
65;/065;/088;Common;;Toudoudou;Igglybuff;ププリン;Pokémon;Colorless;174;Keiko Fukuyama;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168757.jpg;ecard5
66;/066;/088;Common;;Teddiursa;Teddiursa;ブルー;Pokémon;Colorless;216;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168803.jpg;ecard5
67;/067;/088;Common;;Ursaring;Ursaring;リングマ;Pokémon;Colorless;217;Mitsuhiro Arita;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168804.jpg;ecard5
68;/068;/088;Common;;Cerfrousse;Stantler;オドシシ;Pokémon;Colorless;234;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168796.jpg;ecard5
69;/069;/088;Rare;;Démolosse;Houndoom;ヘルガー;Pokémon;Darkness;229;Kimiya Masago;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168754.jpg;ecard5
70;/070;/088;Rare Holo;;Démolosse;Houndoom;ヘルガー;Pokémon;Darkness;229;Kimiya Masago;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/5f563ff0d5d011e5b808afe370771c89/houndoom%2070.jpg;ecard5
71;/071;/088;Rare;;Magneton;Magneton;レアコイル;Pokémon;Metal;82;Kouki Saitou;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168772.jpg;ecard5
72;/072;/088;Rare Holo;;Magneton;Magneton;レアコイル;Pokémon;Metal;82;Kouki Saitou;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/f085b0d0d5d211e5a35e0d9ae6332a02/Magneton%2072.jpg;ecard5
73;/073;/088;Rare;;Steelix;Steelix;ハガネール;Pokémon;Metal;208;Hikaru Koike;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168797.jpg;ecard5
74;/074;/088;Rare Holo;;Steelix;Steelix;ハガネール;Pokémon;Metal;208;Hikaru Koike;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/71335cd0d5d511e5a0e99399b8b6bc1f/Steelix%2074.jpg;ecard5
75;/075;/088;Uncommon;;Fast Ball;Fast Ball;スピードボール;Trainer;NoColor;;Katsura Tabata;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168742.jpg;ecard5
76;/076;/088;Uncommon;;Friend Ball;Friend Ball;フレンドボール;Trainer;NoColor;;Katsura Tabata;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168744.jpg;ecard5
77;/077;/088;Uncommon;;Lure Ball;Lure Ball;ルアーボール;Trainer;NoColor;;Katsura Tabata;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168761.jpg;ecard5
78;/078;/088;Uncommon;;Relic Hunter;Relic Hunter;遺跡ハンター;Trainer;NoColor;;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168790.jpg;ecard5
79;/079;/088;Uncommon;;Pêcheur;Fisherman;釣り人;Trainer;NoColor;;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168743.jpg;ecard5
80;/080;/088;Uncommon;;Apricorn Maker;Apricorn Maker;ぼんぐり職人;Trainer;NoColor;;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168723.jpg;ecard5
81;/081;/088;Uncommon;;Miracle Sphere A;Miracle Sphere Alpha;ミラクルスフィアα;Trainer;NoColor;;Hiromichi Sugiyama;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168774.jpg;ecard5
82;/082;/088;Uncommon;;Miracle Sphere B;Miracle Sphere Beta;ミラクルスフィアβ;Trainer;NoColor;;Hiromichi Sugiyama;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168775.jpg;ecard5
83;/083;/088;Uncommon;;Miracle Sphere G;Miracle Sphere Gamma;ミラクルスフィアγ;Trainer;NoColor;;Hiromichi Sugiyama;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168776.jpg;ecard5
84;/084;/088;Uncommon;;Ancient Ruins;Ancient Ruins;古代遺跡;Trainer;NoColor;;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168722.jpg;ecard5
85;/085;/088;Uncommon;;Mystery Zone;Mystery Zone;ミステリーゾーン;Trainer;NoColor;;Ken Ikuji;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168779.jpg;ecard5
86;/086;/088;Uncommon;;Énergie Cyclone;Cyclone Energy;サイクロンエネルギー;Energy;NoColor;;Shin-ichi Yoshikawa;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/9cd9aed0d5ca11e595010d17122adfcc/cyclone%20energy.jpg;ecard5
87;/087;/088;Uncommon;;Bounce Energy;Bounce Energy;バウンスエネルギー;Energy;NoColor;;Shin-ichi Yoshikawa;https://res.cloudinary.com/dkhwpritu/image/upload/v1587451731/modifs/Capture_d_e%CC%81cran_2020-04-21_a%CC%80_08.45.28.png;ecard5
88;/088;/088;Uncommon;;Retro Energy;Retro Energy;レトロエネルギー;Energy;NoColor;;Shin-ichi Yoshikawa;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1168791.jpg;ecard5
89;/089;/088;Secret;Cristal;Dracaufeu;Charizard;リザードン;Pokémon;Colorless;6;Kouki Saitou;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/6d8549f0d5ca11e5b1d051af85705c95/Charizard%2089.jpg;ecard5
90;/090;/088;Secret;Cristal;Nostenfer;Crobat;クロバット;Pokémon;Colorless;169;Atsuko Nishida;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/7e9e1eb0d5ca11e5bc7d8facab882087/Crobat%2090.jpg;ecard5
91;/091;/088;Secret;Cristal;Celebi;Celebi;セレビィ;Pokémon;Colorless;251;Mitsuhiro Arita;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/5ded96f0d5ca11e59789f7602ba497bb/Celebi%2091.jpg;ecard5
