rank;number;size;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
40;/040;/053;Common;;Zigzaton;Zigzagoon;ジグザグマ;Pokémon;Colorless;263;Mitsuhiro Arita;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/621c2bf0d1d911e584927dd1e0f608cf/zigzagzoon.jpg;ex2
41;/041;/053;Uncommon;;Azurill;Azurill;ルリリ;Pokémon;Colorless;298;Kagemaru Himeno;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/b2af6620d1ea11e5970c61becdb213c6/marril.jpg;ex2
42;/042;/053;Rare Holo;;Mangriff;Zangoose;ザングース;Pokémon;Colorless;335;Kagemaru Himeno;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/592a7010d1d911e5afe1d1d1276b27c7/zangoose.jpg;ex2
43;/043;/053;Rare;;Kecleon;Kecleon;カクレオン;Pokémon;Colorless;352;Kagemaru Himeno;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/39628580d1d711e5a0d9a7e2979a2522/keckleon.jpg;ex2
44;/044;/053;Rare Holo;;Ténéfix;Sableye;ヤミラミ;Pokémon;Darkness;302;Hajime Kusajima;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/b15ef680d1d811e5a2dea16a64fc095b/sableye.jpg;ex2
45;/045;/053;Rare Holo;;Mysdibule;Mawile;クチート;Pokémon;Metal;303;Mitsuhiro Arita;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/a9ba7090d1d711e5a49bf352c2f77c99/mawile.jpg;ex2
46;/046;/053;Ultra;ex;Galeking ex;Aggron ex;ボスゴドラex;Pokémon;Metal;306;Hikaru Koike;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/12ad6c30d1d611e58346575147f8cd74/aggron.jpg;ex2
47;/047;/053;Common;;Fossile griffe;Claw Fossil;ツメの化石;Trainer;NoColor;;Ryo Ueda;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/7cc15640d1d611e586e3379f27a3e451/fossil.jpg;ex2
48;/048;/053;Common;;Fossile racine;Root Fossil;ねっこの化石;Trainer;NoColor;;Ryo Ueda;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/9501c350d1d811e5a49bf352c2f77c99/fossilized%20slappy%20hand.jpg;ex2
49;/049;/053;Uncommon;;Double guérison totale;Double Full Heal;なんでもなおしW;Trainer;NoColor;;Ryo Ueda;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/215459c0d1da11e5a0d4156413b40c78/double%20full%20heal.jpg;ex2
50;/050;/053;Uncommon;;Super bonbon;Rare Candy;ふしぎなアメ;Trainer;NoColor;;Ryo Ueda;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/9efc3ca0d1d811e5a49bf352c2f77c99/rare%20candy.jpg;ex2
51;/051;/053;Uncommon;;Annette surfe sur le net;Lanette's Net Search;マユミのネットサーチ;Trainer;NoColor;;Ken Sugimori;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/4db639f0d1d711e5a49bf352c2f77c99/mayumi's%20net%20search.jpg;ex2
52;/052;/053;Uncommon;;Timmy au dressage;Wally's Training;ミツルの育成;Trainer;NoColor;;Ken Sugimori;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/1cd6dd60d1d911e584927dd1e0f608cf/wally.jpg;ex2
53;/053;/053;Rare;;Énergies multiples;Multi Energy;マルチエネルギー;Energy;NoColor;;Takumi Akabane;https://d1rw89lz12ur5s.cloudfront.net/photo/collectorscache/file/bd0f52a0d1d711e5bba95dba1718f51b/rainbow%20energy.jpg;ex2
